time,file_index,rms,kurtosis,mean,std,max,temperature,current,pressure,state_label
2004.02.12.13.22.39,17,0.0776227741604187,0.4481512400496887,-0.001661767578125,0.0776068790782008,0.405,33.420318955379855,2.3461147608724477,101.1887562023909,0
2004.02.12.13.32.39,18,0.0778255583294901,0.3418217176820528,-0.002757177734375,0.0777786017263855,0.356,32.99593173591703,2.4586048899610278,100.91002018024652,0
2004.02.12.13.42.39,19,0.0789331606338948,0.596868316572992,-0.0022611328125,0.0789026939473548,0.471,34.566991037852716,2.3152379987651934,98.92391217302662,0
2004.02.12.13.52.39,20,0.0790285478605872,0.506796786735634,-0.001448388671875,0.0790172032931538,0.415,34.22791304597997,2.222004420048232,100.55705489419746,0
2004.02.12.14.02.39,21,0.0793632849991693,0.3847937352068191,-0.001808740234375,0.0793446082941353,0.381,33.39701836878998,2.3673659612021387,98.90389831050327,0
2004.02.12.14.12.39,22,0.0794867204047514,0.415366797977363,-0.001801708984375,0.0794682384658104,0.344,33.591817088669586,2.5004426747662647,101.90112412192545,0
2004.02.12.14.22.39,23,0.0797529434091424,0.5204940512938818,-0.002245849609375,0.0797232618730366,0.366,32.778929148934395,2.3365521765613027,97.35463142885516,0
2004.02.12.14.32.39,24,0.0793813878458176,0.4850924186751264,-0.001977001953125,0.0793587027965567,0.413,33.887263373796905,2.345454142920352,99.45722383700979,0
2004.02.12.14.42.39,25,0.0775918794453348,0.3103442676736252,-0.002174072265625,0.0775633091023761,0.405,34.503202556272484,2.0999989596607698,101.60569899112168,0
2004.02.12.14.52.39,26,0.0777409956351457,0.3684250157339868,-0.0015153320312499,0.0777281234442581,0.344,33.27638834218498,2.164654523773032,101.63357572455173,0
2004.02.12.15.02.39,27,0.0775139440580693,0.4046000652526267,-0.00224921875,0.0774831961473849,0.369,33.28336798374777,2.360945067886142,99.2306376665928,0
2004.02.12.15.12.39,28,0.0782795440183369,0.3423682474834901,-0.0023556640625,0.0782460018509127,0.391,34.21943695087963,2.2397967147700566,100.8765014213874,0
2004.02.12.15.22.39,29,0.0788611814361159,0.5354437327065131,-0.00244453125,0.0788252091262903,0.383,32.94471838788129,2.432036780271325,98.16798864897558,0
2004.02.12.15.32.39,30,0.0785823674660066,0.4894571529874274,-0.0022748046875,0.0785513527898123,0.403,33.28276889081961,2.3239761458972725,101.80683382669723,0
2004.02.12.15.42.39,31,0.0802309176470291,0.4871236429578749,-0.001818603515625,0.0802122620815222,0.396,33.617075197811396,2.3281946934570565,100.86264892649679,0
2004.02.12.15.52.39,32,0.0774210702531334,0.5090902061022118,-0.001879833984375,0.0774001347668632,0.388,33.59437046038699,2.310711706312777,100.98491481622764,0
2004.02.12.16.02.39,33,0.0790161246152881,0.4048842121206988,-0.0019884765625,0.0789930287603128,0.376,34.37831091694349,2.374923991835841,98.7953067642975,0
2004.02.12.16.12.39,34,0.0782347541557618,0.4070732595233353,-0.0013528320312499,0.0782249665369292,0.359,33.14792862649771,2.3685683098536416,98.2361996363216,0
2004.02.12.16.22.39,35,0.0781287058496067,0.4222749206458021,-0.001791064453125,0.0781100804971234,0.356,33.57455190501018,2.4609610439501304,99.36067452316647,0
2004.02.12.16.32.39,36,0.0768618910316988,0.4100208565246026,-0.00203349609375,0.0768368626581131,0.347,33.99634184901259,2.320911464383167,97.9247234853772,0
2004.02.12.16.42.39,37,0.0798651870072506,0.571084158858016,-0.0018202636718749,0.0798463902561913,0.352,32.494546575010325,2.352241553028817,98.34317894213207,0
2004.02.12.16.52.39,38,0.077429174731553,0.3573494761109432,-0.002309033203125,0.077396627558079,0.356,32.66512290611917,2.3709278867233086,99.4026682131758,0
2004.02.12.17.02.39,39,0.0784612560514543,0.6565541171106131,-0.001993701171875,0.0784378369893541,0.498,34.817075066226245,2.4729629172913743,100.06754136166415,0
2004.02.12.17.12.39,40,0.0785959604559929,0.5063092399101561,-0.00249072265625,0.0785584027309982,0.354,34.067493546789066,2.4003750236359114,100.48696570876601,0
2004.02.12.17.22.39,41,0.078661426813651,0.4535176765189042,-0.001803759765625,0.0786426633884822,0.393,33.79288874152144,2.491890723991389,98.32746980079143,0
2004.02.12.17.32.39,42,0.077628540390781,0.4311622336999261,-0.001730615234375,0.0776111420467806,0.449,34.874343075813066,2.4320933463113406,99.73145121256368,0
2004.02.12.17.42.39,43,0.078208743242244,0.4888086210830598,-0.0019462890624999,0.078186430859228,0.415,33.41534598398972,2.329938409033029,98.81089916867167,0
2004.02.12.17.52.39,44,0.078088564316122,0.5372057619820829,-0.001611865234375,0.0780738330069548,0.469,34.28776153217523,2.467845188175132,101.88365918985723,0
2004.02.12.18.02.39,45,0.076482262483594,0.4580747873654935,-0.001743408203125,0.0764642562892814,0.344,33.19708083956926,2.306391318785245,98.68975619824438,0
2004.02.12.18.12.39,46,0.0789132753679434,0.3568560970634449,-0.002005615234375,0.0788897105007004,0.364,32.903636303148545,2.302891034115702,100.13130246714555,0
2004.02.12.18.22.39,47,0.0773226647395307,0.4987008010098703,-0.002137939453125,0.0772949896287105,0.396,32.92367601802628,2.3890656196465723,98.74636848029594,0
2004.02.12.18.32.39,48,0.0782475476352933,0.3301317965124655,-0.00220166015625,0.0782184769751824,0.349,33.564498521493185,2.531052093667395,99.80339740071493,0
2004.02.12.18.42.39,49,0.0769698265505305,0.4247094765702504,-0.00212666015625,0.0769423198518635,0.366,32.89432235351248,2.3644913026921737,100.55797427311438,0
2004.02.12.18.52.39,50,0.0784796425633743,0.5538267041997038,-0.0019012695312499,0.0784585243570696,0.396,33.3507572600526,2.348070918688843,100.63792591685174,0
2004.02.12.19.02.39,51,0.0785395635148895,0.5795482668007641,-0.001943994140625,0.0785174181220083,0.403,33.27209078991107,2.3456569838516588,101.41542103629739,0
2004.02.12.19.12.39,52,0.0793809083677004,0.6281288089313097,-0.0018521484375,0.0793612354302865,0.532,34.42359836392105,2.4005363310852985,100.98448244847754,0
2004.02.12.19.22.39,53,0.0769133301291947,0.3988981920966465,-0.0020525390625,0.0768878149900774,0.352,32.9886363544362,2.396261290040794,98.94701953009225,0
2004.02.12.19.32.39,54,0.0766279232593894,0.4256396487454186,-0.001935693359375,0.0766053409115342,0.393,33.143882915748755,2.3636984462736557,99.55120573778228,0
2004.02.12.19.42.39,55,0.0783392072750572,0.6138303574290354,-0.002105029296875,0.0783128323210004,0.442,34.30980414956289,2.4364200405274463,96.84223751453118,0
2004.02.12.19.52.39,56,0.0773803136427678,0.4847330505740972,-0.002425537109375,0.077344177576437,0.352,34.17070498169885,2.3867431769023497,99.46154921129637,0
2004.02.12.20.02.39,57,0.0774234728013733,0.4498178865508508,-0.00203681640625,0.0773985660480334,0.383,33.29353735815999,2.3610826355319645,100.73807457785553,0
2004.02.12.20.12.39,58,0.0759975110098186,0.298949075102521,-0.00204736328125,0.0759717829535912,0.347,32.873158131313595,2.5460200983528356,99.85516534534518,0
2004.02.12.20.22.39,59,0.0781288589671935,0.3483089382397342,-0.001757666015625,0.0781109923765977,0.388,33.89127191686113,2.4504316619242044,99.6737983761684,0
2004.02.12.20.32.39,60,0.0786632849704597,0.4133845006506993,-0.0018957031249999,0.0786423594218663,0.413,34.02748011914692,2.3581655949369793,98.98101972780945,0
2004.02.12.20.42.39,61,0.0771263263409048,0.3954629378360139,-0.00229462890625,0.0770940665858804,0.342,33.43178360560766,2.281600199653195,100.551922789226,0
2004.02.12.20.52.39,62,0.079301470002335,0.4728020016616421,-0.00255654296875,0.0792621851514471,0.391,33.77092706949794,2.375762714439382,98.47585991041389,0
2004.02.12.21.02.39,63,0.0769426198413264,0.3948515919814417,-0.0020714355468749,0.0769166092469976,0.408,33.10651331617083,2.5438570518556567,101.45513083890938,0
2004.02.12.21.12.39,64,0.0771994016001541,0.3783936071608695,-0.001875830078125,0.077178492565151,0.386,34.589791485321754,2.5263870772504844,98.29210442303058,0
2004.02.12.21.22.39,65,0.0769963679262088,0.4368861810550428,-0.0017930175781249,0.0769773674113653,0.371,34.58987720478352,2.243087019497623,102.74452727365058,0
2004.02.12.21.32.39,66,0.0774460721521555,0.4915501727209883,-0.0019039550781249,0.0774245552138842,0.459,34.54123779409775,2.2456448659863746,100.03104395775124,0
2004.02.12.21.42.39,67,0.0766416564660457,0.3463824868664411,-0.001963623046875,0.0766183680964344,0.393,34.02337368578507,2.3764298787223255,98.25443938498232,0
2004.02.12.21.52.39,68,0.0769556484357832,0.447392285327171,-0.001947021484375,0.0769328923872389,0.369,34.19934513910316,2.339765825126152,100.62024180238832,0
2004.02.12.22.02.39,69,0.0773247059887718,0.4884538143853074,-0.00241171875,0.0772889736501775,0.444,34.12973858289253,2.386929527603236,101.91758264708581,0
2004.02.12.22.12.39,70,0.0757729244782354,0.5886015077188813,-0.002700634765625,0.0757266311269451,0.5,34.31036739312656,2.3305084861236782,101.11533990114582,0
2004.02.12.22.22.39,71,0.0766891312479317,0.3627799142630783,-0.00187890625,0.0766679827150002,0.391,33.27926710476753,2.3429749833883657,98.36399205111128,0
2004.02.12.22.32.39,72,0.07740031675131,0.5405861028463912,-0.002236181640625,0.0773698960510618,0.364,33.041826969089826,2.4002162693589724,100.47574752843853,0
2004.02.12.22.42.39,73,0.0779550918022076,0.3264466514616417,-0.001548583984375,0.0779416118081934,0.383,34.09054194598828,2.3210734203381542,99.64115218384077,0
2004.02.12.22.52.39,74,0.0788204118500959,0.3952145492929668,-0.00193642578125,0.078798545440457,0.332,33.43425945216809,2.4031067129631394,99.86939288199483,0
2004.02.12.23.02.39,75,0.0775606227109639,0.3405372655407412,-0.0020615234374999,0.0775351136980414,0.383,33.27397584787245,2.409878361266954,98.81496050101468,0
2004.02.12.23.12.39,76,0.0768905265697398,0.4465365909853025,-0.002091162109375,0.0768639616277755,0.342,34.03698499492541,2.4083416833540263,97.5121896301908,0
2004.02.12.23.22.39,77,0.0782462743097674,0.4449788631957641,-0.002017138671875,0.0782221794636487,0.422,34.2158569102397,2.4319628127397883,97.10279239333623,0
2004.02.12.23.32.39,78,0.0767253297203936,0.6547534014072416,-0.001696533203125,0.0767084435347872,0.415,34.105890319604796,2.38413828820597,100.69721551936208,0
2004.02.12.23.42.39,79,0.0773825486649969,0.3867424502572016,-0.001356591796875,0.0773725455616219,0.359,34.10247409515982,2.3182287316287202,98.2027593797661,0
2004.02.12.23.52.39,80,0.0769906180871247,0.4494578372958706,-0.0024544921875,0.0769533618037637,0.361,32.70282709835871,2.362084912273734,102.256403299819,0
2004.02.13.00.02.39,81,0.0748226248892171,0.3031131571282661,-0.00216064453125,0.0747932480676969,0.337,33.54998501810559,2.430492467498402,101.43657751572107,0
2004.02.13.00.12.39,82,0.0773385585378907,0.5820626625633216,-0.002271875,0.0773070697690778,0.457,33.86143685944954,2.4703840649387057,99.22416600972984,0
2004.02.13.00.22.39,83,0.0767939753394594,0.3198109655384851,-0.00184248046875,0.0767737436710687,0.342,33.12938893434135,2.492037136779522,98.35195890178935,0
2004.02.13.00.32.39,84,0.077721765308917,0.4397595489273467,-0.001706982421875,0.077704915163672,0.42,33.89764542185561,2.4030466622174256,97.4447861896717,0
2004.02.13.00.42.39,85,0.0773589786144157,0.5734976079468654,-0.0018160644531249,0.0773395470828815,0.442,35.05630668034694,2.3390708591666542,99.37549685680548,0
2004.02.13.00.52.39,86,0.0768917699569295,0.2634877352459193,-0.002742236328125,0.0768447315215181,0.403,33.67550528520399,2.2831344180182347,97.25423725375903,0
2004.02.13.01.02.39,87,0.0749221806563108,0.4413571691124835,-0.001852294921875,0.0749011087514649,0.359,33.35979976946126,2.3798690281996913,102.51089105040295,0
2004.02.13.01.12.39,88,0.0776306811528148,0.6073537563245921,-0.00155859375,0.0776169285743986,0.452,34.97426843977816,2.2055526304713955,99.72934559673006,0
2004.02.13.01.22.39,89,0.07778453061583,0.4207065698875585,-0.00193974609375,0.0777622392310122,0.374,33.80053752012745,2.5350327261661043,102.093629666191,0
2004.02.13.01.32.39,90,0.0785893111942354,0.3805257929969463,-0.002697802734375,0.0785449102735842,0.393,34.2977321809701,2.450371095553016,100.87672004693283,0
2004.02.13.01.42.39,91,0.0759905331788934,0.3468172563902123,-0.0025972656249999,0.0759479887123188,0.356,34.12942182761549,2.322463941148836,99.83673177612985,0
2004.02.13.01.52.39,92,0.0767109717925628,0.3585364746982002,-0.0018339355468749,0.0766909189946419,0.386,34.0241810822042,2.318301383268721,98.60727888166211,0
2004.02.13.02.02.39,93,0.0750442929105038,0.3539286504292511,-0.0020482421874999,0.0750181670907643,0.425,34.35679199322171,2.561771963914033,102.07766688062802,0
2004.02.13.02.12.39,94,0.0782462777419395,0.5433076702341766,-0.0017783203125,0.078227976879936,0.403,34.57870905277288,2.433066317891111,103.07344840033173,0
2004.02.13.02.22.39,95,0.0774503545626164,0.5012639747864238,-0.00176240234375,0.077432190468804,0.42,34.59752214718393,2.439767750763016,99.7394443591545,0
2004.02.13.02.32.39,96,0.0783160298860289,0.5370585942718482,-0.0017580566406249,0.0782982063658304,0.408,34.059621210571805,2.419025155263972,102.01081676547595,0
2004.02.13.02.42.39,97,0.0765601491986039,0.3896074290367521,-0.00236171875,0.0765255818363976,0.444,33.78178722654365,2.450471804666752,99.1539197718659,0
2004.02.13.02.52.39,98,0.0776802038005823,0.4512646015597865,-0.00202060546875,0.0776558154320595,0.378,33.86775373956308,2.3394075408742676,98.79172718385195,0
2004.02.13.03.02.39,99,0.0757156300946178,0.3929227788413714,-0.00191845703125,0.0756931695850701,0.378,33.68276592889844,2.3919157227060857,99.24266014596256,0
2004.02.13.03.12.39,100,0.0779462057211775,0.5252844257978606,-0.0017819824218749,0.0779277360449772,0.388,33.5249639522958,2.391946400037827,101.92640269583198,0
2004.02.13.03.22.39,101,0.0765939269046304,0.4169577537597257,-0.002490185546875,0.0765553053832847,0.369,33.7523607559472,2.505715497962828,102.79274295040929,0
2004.02.13.03.32.39,102,0.0763999198553653,0.4457759046915712,-0.0017874023437499,0.0763808733381292,0.469,34.71387780213048,2.4173634772098587,99.99264530992008,0
2004.02.13.03.42.39,103,0.0766318018621552,0.4011706403190249,-0.0020548339843749,0.0766061176516284,0.33,33.58915814403157,2.4768528842962634,100.67425818900844,0
2004.02.13.03.52.39,104,0.0772828175386919,0.5320803676153174,-0.0018719726562499,0.0772620287122446,0.437,34.29483186517131,2.487423230348676,98.556226301128,0
2004.02.13.04.02.39,105,0.0776406155665118,0.4426073435842057,-0.0021708496093749,0.077612155754723,0.364,32.60110871004741,2.3830812435396482,98.17848359211746,0
2004.02.13.04.12.39,106,0.0768205504579097,0.43649948415232,-0.0013720703125,0.0768101716702051,0.425,33.827603618680655,2.3955651727130385,99.2275665925171,0
2004.02.13.04.22.39,107,0.0760618968880156,0.4777304939174582,-0.001763818359375,0.0760432998738617,0.42,33.301420576876964,2.2951515911088567,97.49743644231917,0
2004.02.13.04.32.39,108,0.0760405791517553,0.4483478725816501,-0.001752685546875,0.0760222333754778,0.369,33.033174197916395,2.5442397570390716,100.73641649354269,0
2004.02.13.04.42.39,109,0.0773597751706474,0.4187513851976789,-0.001767529296875,0.0773414683721897,0.381,33.17298512699638,2.381582862585095,99.88070156536865,0
2004.02.13.04.52.39,110,0.0765037277609929,0.4769475328168964,-0.002118603515625,0.0764762542067536,0.361,34.57714754665669,2.3401577888298446,99.07237854863773,0
2004.02.13.05.02.39,111,0.0762754484940518,0.3882241127739214,-0.00132509765625,0.0762657994555892,0.354,33.754312496011735,2.3590600386154543,101.82848208066349,0
2004.02.13.05.12.39,112,0.0779773100887166,0.4258388354572542,-0.0014458496093749,0.0779658080026217,0.417,34.025372632298385,2.5436653483873966,96.37527655242941,0
2004.02.13.05.22.39,113,0.0760653325402126,0.4510354824843743,-0.002102587890625,0.0760381236807266,0.369,34.16847649118535,2.461187732036402,99.41694787454462,0
2004.02.13.05.32.39,114,0.0768050345360128,0.4787650887006132,-0.001947705078125,0.0767822091476328,0.374,33.03254501627552,2.253751154606957,97.18385785669108,0
2004.02.13.05.42.39,115,0.0755123832197822,0.3988176485228591,-0.0018841796875,0.0754907156576642,0.349,32.82865951013916,2.3765191489117083,98.33272911320815,0
2004.02.13.05.52.39,116,0.0789483965410713,0.5280554953187115,-0.0015486328125,0.0789351334255944,0.452,34.28750525346025,2.436828387726797,99.36744989669103,0
2004.02.13.06.02.39,117,0.0772153821098814,0.4866441755814965,-0.0014791015625,0.0772030991872783,0.378,34.28870806859497,2.061766253762642,98.81950837173757,0
2004.02.13.06.12.39,118,0.0777582227866448,0.5109451300118919,-0.00217138671875,0.0777297967728201,0.393,33.47520837984483,2.273458441708799,101.65109088897299,0
2004.02.13.06.22.39,119,0.0772733429537638,0.6153417524334679,-0.00113837890625,0.077266843708575,0.417,34.24380511309228,2.2318015475682174,100.84041026836438,0
2004.02.13.06.32.39,120,0.0766900818381604,0.4044748185652609,-0.00199541015625,0.076665989763729,0.422,33.41064127177997,2.638026167075394,100.5480793979214,0
2004.02.13.06.42.39,121,0.0781278252614145,0.538313242987928,-0.002104736328125,0.0781013764800926,0.405,33.52605926402806,2.485491407211264,101.11838432829109,0
2004.02.13.06.52.39,122,0.0778183676251548,0.4006363360388358,-0.00153115234375,0.0778052022727176,0.361,33.090306692912044,2.386696006455906,99.18713847266643,0
2004.02.13.07.02.39,123,0.0791846286846246,0.4511974511785568,-0.001606103515625,0.0791702715846132,0.359,33.02011879991365,2.4259408324591107,100.99221711178616,0
2004.02.13.07.12.39,124,0.0763926464116884,0.3470129606180205,-0.00177568359375,0.0763738710977508,0.366,33.37059781947569,2.3044441716908914,100.79166563673614,0
2004.02.13.07.22.39,125,0.0771387194037469,0.4449068954292827,-0.00248662109375,0.0771005123526317,0.43,34.45255767614796,2.4694564071715233,100.95163351840452,0
2004.02.13.07.32.39,126,0.0761974348142089,0.3383893619849263,-0.002367041015625,0.0761625198364495,0.376,34.01277040192192,2.421819403316321,100.99659163056512,0
2004.02.13.07.42.39,127,0.0763485655844094,0.4718662746429145,-0.002093212890625,0.0763217292173704,0.356,33.253256252643936,2.411494702786054,100.44243418914995,0
2004.02.13.07.52.39,128,0.076352099612482,0.3804368701988299,-0.0018363769531249,0.0763318762686507,0.32,32.71728531892746,2.394976371647921,100.3500938665626,0
2004.02.13.08.02.39,129,0.0749701125345127,0.3389540315484813,-0.00161005859375,0.0749546516963746,0.347,33.58502452970199,2.489926649586895,101.3762535764525,0
2004.02.13.08.12.39,130,0.0759947813149651,0.2448600580558952,-0.0024621582031249,0.075956739492684,0.332,32.82957093138922,2.292014423766999,99.38031516738656,0
2004.02.13.08.22.39,131,0.0763751281837099,0.6450952074312424,-0.0021155761718749,0.0763476860171537,0.464,35.55430230499344,2.380800462728091,100.31585706198817,0
2004.02.13.08.32.39,132,0.0761586642390206,0.3471893146256812,-0.001406982421875,0.0761475256746154,0.364,33.97412453905975,2.4553664381634426,98.77848315519485,0
2004.02.13.08.42.39,133,0.0767504071650437,0.4106054508153969,-0.0022353515625,0.0767197210736246,0.371,34.030512394563516,2.5245609778885445,100.75808923753785,0
2004.02.13.08.52.39,134,0.0777560039005228,0.501389560583557,-0.001742041015625,0.0777383850910385,0.444,35.10728112008108,2.366393539094783,100.1240471572569,0
2004.02.13.09.02.39,135,0.0782920744761642,0.5047375786783772,-0.0019155273437499,0.0782705488385279,0.349,33.34060412644708,2.1768637013432515,101.68233052104404,0
2004.02.13.09.12.39,136,0.0777104419815558,0.3661332998341051,-0.0018154296875,0.0776911303191744,0.396,34.040387813493766,2.581620677080572,101.1619072728333,0
2004.02.13.09.22.39,137,0.0764751437227932,0.414738343998636,-0.001511181640625,0.0764620782390424,0.349,32.88059112264602,2.394775751896634,101.71382689190578,0
2004.02.13.09.32.39,138,0.0778043642207612,0.6018860350522783,-0.002109033203125,0.0777776732100297,0.41,33.7300411784968,2.361663319258743,97.1095870365609,0
2004.02.13.09.42.39,139,0.0752134550353816,0.3073530069115997,-0.001570068359375,0.0751989017249644,0.344,33.34338491019261,2.441241905662129,101.12805770023229,0
2004.02.13.09.52.39,140,0.0767870829209941,0.4113644823169324,-0.002287548828125,0.0767548753209781,0.337,33.85537570855511,2.382144642051502,100.67047331603358,0
2004.02.13.10.02.39,141,0.0774211301679611,0.5058489832755129,-0.002485498046875,0.0773831124076109,0.386,33.49693404895105,2.436116108080474,97.81991983211647,0
2004.02.13.10.12.39,142,0.0765823124875287,0.601911645721124,-0.0015173828125,0.0765691478766029,0.515,35.64090956768108,2.4425812162103293,100.85429930383796,0
2004.02.13.10.22.39,143,0.0767776473259388,0.286337469690114,-0.0019560546875,0.0767546001133955,0.371,33.322591626711976,2.5023652442032844,100.17949864569218,0
2004.02.13.10.32.39,144,0.0759113548098207,0.37409420374125,-0.0022375,0.0758802248666075,0.334,33.06370707509224,2.2691433096048925,102.89819039057592,0
2004.02.13.10.42.39,145,0.0758847987777978,0.5019532699186078,-0.0016579589843749,0.0758685370489327,0.425,34.173494950138455,2.326685789099055,99.21508832680588,0
2004.02.13.10.52.39,146,0.0760569816198684,0.316036023960462,-0.0013962890625,0.0760460202961946,0.344,33.14478939373459,2.4237725592810473,98.93807487938601,0
2004.02.13.11.02.39,147,0.075625561077464,0.4165253797997152,-0.0027931640625,0.0755758070716445,0.452,34.454510301113935,2.3452472912459914,97.76009710869536,0
2004.02.13.11.12.39,148,0.0762109675326696,0.4425496839182257,-0.0017729003906249,0.0761922033808829,0.32,33.02444907836598,2.497619695341788,100.03660638322027,0
2004.02.13.11.22.39,149,0.0768013535062411,0.3852787297418474,-0.001820068359375,0.0767816587084087,0.347,33.257844502863996,2.349265740609497,101.08768427665508,0
2004.02.13.11.32.39,150,0.0751580064113889,0.4888252659525371,-0.001454736328125,0.0751457610033728,0.403,34.31425397218882,2.4338596069728027,97.45521707873911,0
2004.02.13.11.42.39,151,0.0789397088715099,0.5307130897269401,-0.00219794921875,0.0789110303207226,0.466,35.244547202674205,2.27257308595337,98.71950096321491,0
2004.02.13.11.52.39,152,0.0769239827433145,0.4780696518366523,-0.0022078125,0.0768941700765875,0.435,33.799924176958264,2.3121425061744496,96.88168364461316,0
2004.02.13.12.02.39,153,0.0764916416364191,0.4562774719827165,-0.0025842285156249,0.0764498422694073,0.376,33.365082392233255,2.322700853675122,99.6190338337683,0
2004.02.13.12.12.39,154,0.0765074518301771,0.258628401358095,-0.002189208984375,0.0764779912103257,0.342,34.35985647569146,2.406368601867236,102.19413700612874,0
2004.02.13.12.22.39,155,0.0773984885213569,0.3760177932894808,-0.0018592285156249,0.0773780436969053,0.356,33.90372600962178,2.169630828614824,100.2978094242411,0
2004.02.13.12.32.39,156,0.0784800631530072,0.606175922765134,-0.0017909179687499,0.0784615416729277,0.43,34.36618496301017,2.475131597519649,99.29478321416534,0
2004.02.13.12.42.39,157,0.0790460027872417,0.5923497365473627,-0.0021367675781249,0.0790190462119233,0.388,34.35802750457969,2.542640712020803,99.68976372955011,0
2004.02.13.12.52.39,158,0.076684854401187,0.3702475357021897,-0.00148740234375,0.0766722998992762,0.334,33.37951278141762,2.2957068883602694,99.5328941411924,0
2004.02.13.13.02.39,159,0.0773112450635821,0.3739574411626942,-0.00194423828125,0.0772886811089172,0.408,34.581574888285715,2.437715707838542,100.59715752465482,0
2004.02.13.13.12.39,160,0.0765127398884288,0.3434768358357778,-0.002222021484375,0.0764823352689963,0.347,34.152908338247386,2.3253661659522757,101.98574772519365,0
2004.02.13.13.22.39,161,0.078531645753579,0.4249588198977223,-0.002355517578125,0.078498228000599,0.378,33.91437442251792,2.487178272305449,99.6131252401803,0
2004.02.13.13.32.39,162,0.0769533588194417,0.512228916320514,-0.00224072265625,0.0769226073131974,0.369,34.20710007814765,2.450136566613165,101.06813201364075,0
2004.02.13.13.42.39,163,0.0773624014758421,0.5286678715120998,-0.001808251953125,0.0773431540282894,0.427,34.07789553748433,2.202206490436925,98.92844621224681,0
2004.02.13.13.52.39,164,0.0761746701410235,0.3258268336247831,-0.002040234375,0.0761492019293955,0.332,33.495234383798966,2.241771576632395,99.05601449873575,0
2004.02.13.14.02.39,165,0.0776222130513191,0.4412635250727263,-0.002190771484375,0.0775931856473226,0.317,33.33270239832916,2.5047777048410493,102.04687166938359,0
2004.02.13.14.12.39,166,0.0772534147328817,0.4890515783361837,-0.002535302734375,0.07721368686278,0.347,34.05648564679532,2.5157583552705396,97.96326655141918,0
2004.02.13.14.22.39,167,0.077686366142168,0.5383634771644901,-0.0020212890625,0.0776619622202255,0.391,35.046288560203415,2.3865573146810894,99.80267847867296,0
2004.02.13.14.32.39,168,0.0778175399974196,0.4374583395709868,-0.0019318359375,0.0777954565220227,0.342,32.77105063162204,2.405807651712054,99.7652476668672,0
2004.02.13.14.42.39,169,0.0772822912384363,0.2545496476303706,-0.00169931640625,0.0772654927156331,0.349,33.55599735470961,2.4415987373065526,99.29110383720355,0
2004.02.13.14.52.39,170,0.0763878511845552,0.3357220470323021,-0.00227109375,0.0763559468607521,0.432,34.626416152959365,2.287194080072845,99.27511910520022,0
